MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://www.trex.com/search/?q=1516902,,,,,,,Building Materials,Decking,Fascia,,1516902,1x8-12' Millstone - Trex Select 2.0 Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Trex Company Inc,TREX®,,1516902,,Building Materials & Millwork>Decking & Railing>Deck Fascia,"TREX, Deck Fascia Board, 1516902, 1 in Nominal Thickness, 8 in Nominal Width",DECK FASCIA BOARD 8IN 12FT,"TREX® 1516902 Deck Fascia Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length","TREX® Deck Fascia Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, 1 in x 8 in x 12 ft","Deck Fascia Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length",,,,,,,,,,,,,,,,,,,,,,,,,,,Deck Fascia Board,Series,,,Color,,,Nominal Thickness,1,in,Nominal Width,8,in,Length,12,ft,Size,1 in x 8 in x 12 ft,,Edge Profile,,,Material,,,Surface Texture,,,Warranty Term,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_1516902.jpg,TREX_1516902_1.jpg,TREX_1516902_2.jpg,TREX_1516902_3.jpg,TREX_1516902_4.jpg,,,,,TREX_1516902_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.trex.com/search/?q=543007916,,,,,,,Building Materials,Decking,Fascia,,543007916,1x8-12' Whiskey Barrel - Trex Select 2.0 Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Trex Company Inc,TREX®,,543007916,,Building Materials & Millwork>Decking & Railing>Deck Fascia,"TREX, Deck Fascia Board, Whiskey Barrel Series, 543007916, 8 in Nominal Width",DECK FASCIA BOARD 8IN 12FT,"TREX® Whiskey Barrel Series 543007916 Deck Fascia Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length","TREX® Deck Fascia Board, Whiskey Barrel Series, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, 1 in x 8 in x 12 ft","Whiskey Barrel Series Deck Fascia Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length",,,,,,,,,,,,,,,,,,,,,,,,,,,Deck Fascia Board,Series,Whiskey Barrel,,Color,,,Nominal Thickness,1,in,Nominal Width,8,in,Length,12,ft,Size,1 in x 8 in x 12 ft,,Edge Profile,,,Material,,,Surface Texture,,,Warranty Term,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543007916.jpg,TREX_543007916_1.jpg,TREX_543007916_2.jpg,TREX_543007916_3.jpg,TREX_543007916_4.jpg,,,,,TREX_543007916_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.trex.com/search/?q=543005936,,,,,,,Building Materials,Decking,Fascia,,543005936,1x12-12' Malted Barley - Trex Select 2.0 Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Trex Company Inc,TREX®,,543005936,,Building Materials & Millwork>Decking & Railing>Deck Fascia,"TREX, Deck Fascia Board, Malted Barley Series, 543005936, 1 in Nominal Thickness",DECK FASCIA BOARD 12IN 12FT,"TREX® Malted Barley Series 543005936 Deck Fascia Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length","TREX® Deck Fascia Board, Malted Barley Series, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length, 1 in x 12 in x 12 ft","Malted Barley Series Deck Fascia Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length",,,,,,,,,,,,,,,,,,,,,,,,,,,Deck Fascia Board,Series,Malted Barley,,Color,,,Nominal Thickness,1,in,Nominal Width,12,in,Length,12,ft,Size,1 in x 12 in x 12 ft,,Edge Profile,,,Material,,,Surface Texture,,,Warranty Term,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543005936.jpg,TREX_543005936_1.jpg,TREX_543005936_2.jpg,TREX_543005936_3.jpg,TREX_543005936_4.jpg,,,,,TREX_543005936_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.trex.com/search/?q=1516905,,,,,,,Building Materials,Decking,Fascia,,1516905,1x12-12' Millstone - Trex Select 2.0 Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Trex Company Inc,TREX®,,1516905,,Building Materials & Millwork>Decking & Railing>Deck Fascia,"TREX, Deck Fascia Board, 1516905, 1 in Nominal Thickness, 12 in Nominal Width",DECK FASCIA BOARD 12IN 12FT,"TREX® 1516905 Deck Fascia Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length","TREX® Deck Fascia Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length, 1 in x 12 in x 12 ft","Deck Fascia Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length",,,,,,,,,,,,,,,,,,,,,,,,,,,Deck Fascia Board,Series,,,Color,,,Nominal Thickness,1,in,Nominal Width,12,in,Length,12,ft,Size,1 in x 12 in x 12 ft,,Edge Profile,,,Material,,,Surface Texture,,,Warranty Term,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_1516905.jpg,TREX_1516905_1.jpg,TREX_1516905_2.jpg,TREX_1516905_3.jpg,TREX_1516905_4.jpg,,,,,TREX_1516905_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.trex.com/search/?q=543007936,,,,,,,Building Materials,Decking,Fascia,,543007936,1x12-12' Whiskey Barrel - Trex Select 2.0 Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Trex Company Inc,TREX®,,543007936,,Building Materials & Millwork>Decking & Railing>Deck Fascia,"TREX, Deck Fascia Board, Whiskey Barrel Series, 543007936, 12 in Nominal Width",DECK FASCIA BOARD 12IN 12FT,"TREX® Whiskey Barrel Series 543007936 Deck Fascia Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length","TREX® Deck Fascia Board, Whiskey Barrel Series, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length, 1 in x 12 in x 12 ft","Whiskey Barrel Series Deck Fascia Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length",,,,,,,,,,,,,,,,,,,,,,,,,,,Deck Fascia Board,Series,Whiskey Barrel,,Color,,,Nominal Thickness,1,in,Nominal Width,12,in,Length,12,ft,Size,1 in x 12 in x 12 ft,,Edge Profile,,,Material,,,Surface Texture,,,Warranty Term,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543007936.jpg,TREX_543007936_1.jpg,TREX_543007936_2.jpg,TREX_543007936_3.jpg,TREX_543007936_4.jpg,,,,,TREX_543007936_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.trex.com/search/?q=543144908,,,,,,,Building Materials,Decking,Composite Decking,,543144908,1x8-12' Island Mist - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),Trex Company Inc,TREX®,,543144908,,Building Materials & Millwork>Decking & Railing>Composite Decking Boards,"TREX, Composite Decking Board, Island Mist Series, 543144908",COMPOSITE DECKING BOARD 8IN 12FT,"TREX® Island Mist Series 543144908 Composite Decking Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, Composite","TREX® Composite Decking Board, Island Mist Series, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, 1 in x 8 in x 12 ft, Composite","Island Mist Series Composite Decking Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, Composite",,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,Island Mist,,Color,,,Nominal Thickness,1,in,Nominal Width,8,in,Length,12,ft,Size,1 in x 8 in x 12 ft,,Edge Profile,,,Material,Composite,,Surface Texture,,,Warranty Term,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543144908.jpg,TREX_543144908_1.jpg,TREX_543144908_2.jpg,TREX_543144908_3.jpg,TREX_543144908_4.jpg,,,,,TREX_543144908_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.trex.com/search/?q=543141908,,,,,,,Building Materials,Decking,Composite Decking,,543141908,1x8-12' Rainier - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),Trex Company Inc,TREX®,,543141908,,Building Materials & Millwork>Decking & Railing>Composite Decking Boards,"TREX, Composite Decking Board, 543141908, 1 in Nominal Thickness",COMPOSITE DECKING BOARD 8IN 12FT,"TREX® 543141908 Composite Decking Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, Composite","TREX® Composite Decking Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, 1 in x 8 in x 12 ft, Composite","Composite Decking Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, Composite",,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,,,Color,,,Nominal Thickness,1,in,Nominal Width,8,in,Length,12,ft,Size,1 in x 8 in x 12 ft,,Edge Profile,,,Material,Composite,,Surface Texture,,,Warranty Term,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543141908.jpg,TREX_543141908_1.jpg,TREX_543141908_2.jpg,TREX_543141908_3.jpg,TREX_543141908_4.jpg,,,,,TREX_543141908_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.trex.com/search/?q=543144912,,,,,,,Building Materials,Decking,Composite Decking,,543144912,1x12-12' Island Mist - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),Trex Company Inc,TREX®,,543144912,,Building Materials & Millwork>Decking & Railing>Composite Decking Boards,"TREX, Composite Decking Board, Island Mist Series, 543144912",COMPOSITE DECKING BOARD 12IN 12FT,"TREX® Island Mist Series 543144912 Composite Decking Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length, Composite","TREX® Composite Decking Board, Island Mist Series, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length, 1 in x 12 in x 12 ft, Composite","Island Mist Series Composite Decking Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length, Composite",,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,Island Mist,,Color,,,Nominal Thickness,1,in,Nominal Width,12,in,Length,12,ft,Size,1 in x 12 in x 12 ft,,Edge Profile,,,Material,Composite,,Surface Texture,,,Warranty Term,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543144912.jpg,TREX_543144912_1.jpg,TREX_543144912_2.jpg,TREX_543144912_3.jpg,TREX_543144912_4.jpg,,,,,TREX_543144912_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.trex.com/search/?q=543141912,,,,,,,Building Materials,Decking,Composite Decking,,543141912,1x12-12' Rainier - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),Trex Company Inc,TREX®,,543141912,,Building Materials & Millwork>Decking & Railing>Composite Decking Boards,"TREX, Composite Decking Board, 543141912, 1 in Nominal Thickness",COMPOSITE DECKING BOARD 12IN 12FT,"TREX® 543141912 Composite Decking Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length, Composite","TREX® Composite Decking Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length, 1 in x 12 in x 12 ft, Composite","Composite Decking Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length, Composite",,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,,,Color,,,Nominal Thickness,1,in,Nominal Width,12,in,Length,12,ft,Size,1 in x 12 in x 12 ft,,Edge Profile,,,Material,Composite,,Surface Texture,,,Warranty Term,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543141912.jpg,TREX_543141912_1.jpg,TREX_543141912_2.jpg,TREX_543141912_3.jpg,TREX_543141912_4.jpg,,,,,TREX_543141912_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.trex.com/search/?q=1513713,,,,,,,Building Materials,Decking,Composite Decking,,1513713,1x8-12' Hatteras - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Trex Company Inc,TREX®,,1513713,,Building Materials & Millwork>Decking & Railing>Composite Decking Boards,"TREX, Composite Decking Board, 1513713, 1 in Nominal Thickness",COMPOSITE DECKING BOARD 8IN 12FT,"TREX® 1513713 Composite Decking Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, Composite","TREX® Composite Decking Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, 1 in x 8 in x 12 ft, Composite","Composite Decking Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, Composite",,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,,,Color,,,Nominal Thickness,1,in,Nominal Width,8,in,Length,12,ft,Size,1 in x 8 in x 12 ft,,Edge Profile,,,Material,Composite,,Surface Texture,,,Warranty Term,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_1513713.jpg,TREX_1513713_1.jpg,TREX_1513713_2.jpg,TREX_1513713_3.jpg,TREX_1513713_4.jpg,,,,,TREX_1513713_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.trex.com/search/?q=1513714,,,,,,,Building Materials,Decking,Composite Decking,,1513714,1x8-12' Salt Flat - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Trex Company Inc,TREX®,,1513714,,Building Materials & Millwork>Decking & Railing>Composite Decking Boards,"TREX, Composite Decking Board, Salt Flat Series, 1513714, 1 in Nominal Thickness",COMPOSITE DECKING BOARD 8IN 12FT,"TREX® Salt Flat Series 1513714 Composite Decking Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, Composite","TREX® Composite Decking Board, Salt Flat Series, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, 1 in x 8 in x 12 ft, Composite","Salt Flat Series Composite Decking Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, Composite",,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,Salt Flat,,Color,,,Nominal Thickness,1,in,Nominal Width,8,in,Length,12,ft,Size,1 in x 8 in x 12 ft,,Edge Profile,,,Material,Composite,,Surface Texture,,,Warranty Term,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_1513714.jpg,TREX_1513714_1.jpg,TREX_1513714_2.jpg,TREX_1513714_3.jpg,TREX_1513714_4.jpg,,,,,TREX_1513714_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,,Building Materials,Decking,Posts,,73012503,4x4 Wh Heritage Post Trim RDI,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,,,,73012503,,Building Materials & Millwork>Decking & Railing>Posts & Post Caps,"Post, 73012503, 4 in Nominal Width, 4 in Length, 4 in x 4 in",POST 4IN 4IN,"73012503 Post, 4 in Nominal Width, 4 in Length","Post, 4 in Nominal Width, 4 in Length, 4 in x 4 in","Post, 4 in Nominal Width, 4 in Length",,,,,,,,,,,,,,,,,,,,,,,,,,,Post,Series,,,Color,,,Nominal Thickness,,,Nominal Width,4,in,Length,4,in,Size,4 in x 4 in,,Edge Profile,,,Material,,,Surface Texture,,,Warranty Term,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73012503.jpg,73012503_1.jpg,73012503_2.jpg,73012503_3.jpg,73012503_4.jpg,,,,,73012503_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,,Building Materials,Decking,Posts,,73018131,6x6 Wh Elite Post Trim 4pc RDI,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,,,,73018131,,Building Materials & Millwork>Decking & Railing>Posts & Post Caps,"Post, 73018131, 6 in Nominal Width, 6 in Length, 6 in x 6 in",POST 6IN 6IN,"73018131 Post, 6 in Nominal Width, 6 in Length","Post, 6 in Nominal Width, 6 in Length, 6 in x 6 in","Post, 6 in Nominal Width, 6 in Length",,,,,,,,,,,,,,,,,,,,,,,,,,,Post,Series,,,Color,,,Nominal Thickness,,,Nominal Width,6,in,Length,6,in,Size,6 in x 6 in,,Edge Profile,,,Material,,,Surface Texture,,,Warranty Term,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73018131.jpg,73018131_1.jpg,73018131_2.jpg,73018131_3.jpg,73018131_4.jpg,,,,,73018131_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,,Building Materials,Decking,Posts,,73018091,4x4 Wh Elite Post Trim RDI,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,,,,73018091,,Building Materials & Millwork>Decking & Railing>Posts & Post Caps,"Post, 73018091, 4 in Nominal Width, 4 in Length, 4 in x 4 in",POST 4IN 4IN,"73018091 Post, 4 in Nominal Width, 4 in Length","Post, 4 in Nominal Width, 4 in Length, 4 in x 4 in","Post, 4 in Nominal Width, 4 in Length",,,,,,,,,,,,,,,,,,,,,,,,,,,Post,Series,,,Color,,,Nominal Thickness,,,Nominal Width,4,in,Length,4,in,Size,4 in x 4 in,,Edge Profile,,,Material,,,Surface Texture,,,Warranty Term,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73018091.jpg,73018091_1.jpg,73018091_2.jpg,73018091_3.jpg,73018091_4.jpg,,,,,73018091_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
